,user,id,text,created_at,clean_text,polarity,subjectivity,sentiment,neg,neu,pos,compound
280,@naa_two,613289162087661568,"RT @brakoo: You ain't no world leader till you get a Namo hug, biatch! #NamastePOTUS http://t.co/q28HFS1HKC",2015-06-23 10:15:05+00:00,you ain t no world leader till you get a namo hug biatch namastepotus,0.0,0.0,positive,0.144,0.654,0.203,0.2263
281,@naa_two,612860529388883968,"That @SjJeet 😂😂😂
Couldn't be put better. http://t.co/w77uG8pGgU",2015-06-22 05:51:51+00:00,that couldn t be put better,0.5,0.5,positive,0.0,0.58,0.42,0.4404
282,@naa_two,612616292571287552,"@SjJeet To be precise, Kumble practically took us to numero uno in Tests. All he did was bring us down (in tests at least). @msdhoni",2015-06-21 13:41:20+00:00,to be precise kumble practically took us to numero uno in tests all he did was bring us down in tests at least,-0.018518518518518517,0.4962962962962963,neutral,0.0,1.0,0.0,0.0
283,@naa_two,612614776200413184,"@SjJeet @msdhoni Time he left ODI cricket. Once a great captain, now a shadow of his former self. Too much politics, too little substance.",2015-06-21 13:35:19+00:00,time he left odi cricket once a great captain now a shadow of his former self too much politics too little substance,0.1625,0.29,positive,0.0,0.823,0.177,0.6249
284,@naa_two,612597304558653440,RT @aalsidesi: An idea as bad as a Father's Day gift shop in Westeros,2015-06-21 12:25:53+00:00,an idea as bad as a father s day gift shop in westeros,-0.6999999999999998,0.6666666666666666,negative,0.227,0.584,0.188,-0.1531
285,@naa_two,611800610451513344,"RT @bsindia: Many states, including UP, find Maggi lead-free. Hong Kong okays it too.
http://t.co/U1MOPhzkzZ http://t.co/Ecx48SHRWr",2015-06-19 07:40:06+00:00,many states including up find maggi lead free hong kong okays it too,0.45,0.65,positive,0.0,0.632,0.368,0.7506
286,@naa_two,611742742767493120,Just a week of Monsoon rains and already feels like we're in the middle of July.,2015-06-19 03:50:10+00:00,just a week of monsoon rains and already feels like we re in the middle of july,0.0,0.0,positive,0.0,0.857,0.143,0.3612
287,@naa_two,611742199160569856,RT @Trendulkar: Slept in Bombay. Woke up in Venice.,2015-06-19 03:48:00+00:00,slept in bombay woke up in venice,0.0,0.0,neutral,0.0,1.0,0.0,0.0
288,@naa_two,611742199160569856,RT @Trendulkar: Slept in Bombay. Woke up in Venice.,2015-06-19 03:48:00+00:00,slept in bombay woke up in venice,0.0,0.0,neutral,0.0,1.0,0.0,0.0
289,@naa_two,611740072413544448,RT @InduSarabhai: श्री राहुल गांधी को सभी लोग प्यार करते हैं। कोई उन्हें 'पप्पू' तो कोई उन्हें 'बापू' कहकर बुलाता हैं। #पप्पू_दिवस http://t…,2015-06-19 03:39:33+00:00,,0.0,0.0,neutral,0.0,0.0,0.0,0.0
290,@naa_two,610012395432361984,#SushmaBailedLalit ?? Time #Presstitutes trended yet again. @TimesNow -_-',2015-06-14 09:14:23+00:00,sushmabailedlalit time presstitutes trended yet again,0.0,0.0,neutral,0.0,1.0,0.0,0.0
291,@naa_two,610010695480926209,RT @rahulkanwal: One channel comparing @SushmaSwaraj to A Raja &amp; Suresh Kalmadi! Over the top took a new definition.,2015-06-14 09:07:37+00:00,one channel comparing to a raja amp suresh kalmadi over the top took a new definition,0.3181818181818182,0.4772727272727273,positive,0.0,0.878,0.122,0.2023
292,@naa_two,609933341131837445,"@narendramodi Sunset on a typical Monsoon day, in the ghats of Sahyadri, on NH4, around Pune. #IncredibleIndia http://t.co/Gq5Rsxx9CJ",2015-06-14 04:00:15+00:00,sunset on a typical monsoon day in the ghats of sahyadri on nh4 around pune incredibleindia,-0.16666666666666666,0.5,neutral,0.0,1.0,0.0,0.0
293,@naa_two,609931958274035712,RT @KyaUkhaadLega: Baarish hote hi sabke andar ka facebookiya jaag uth ta hai,2015-06-14 03:54:45+00:00,baarish hote hi sabke andar ka facebookiya jaag uth ta hai,0.0,0.0,neutral,0.0,1.0,0.0,0.0
294,@naa_two,608898328231739392,"RT @ChinmayGawas: @Naa_Two 
2003 WC, Spring in Ponting's bat 😂
#WorstChildhoodRumors",2015-06-11 07:27:28+00:00,two 2003 wc spring in ponting s bat worstchildhoodrumors,0.0,0.0,neutral,0.0,1.0,0.0,0.0
295,@naa_two,608865319176642560,"RT @coolfunnytshirt: Pados waale bachche kitna padhai karte hain.. kuch seekh unse! 

#WorstChildhoodRumors",2015-06-11 05:16:18+00:00,pados waale bachche kitna padhai karte hain kuch seekh unse worstchildhoodrumors,0.0,0.0,neutral,0.0,1.0,0.0,0.0
296,@naa_two,608865179518967809,"RT @IndiaFinger: Pic1- Your wife; Matter of 'national interest'

Pic2- My wife; Please respect my privacy http://t.co/dodU6GLOlk",2015-06-11 05:15:45+00:00,pic1 your wife matter of national interest pic2 my wife please respect my privacy,0.0,0.0,positive,0.0,0.513,0.487,0.8176
297,@naa_two,608865001634287616,RT @RamkiXLRI: Double standards of C5M @sagarikaghose http://t.co/gI2c9fApta,2015-06-11 05:15:03+00:00,double standards of c5m,0.0,0.0,neutral,0.0,1.0,0.0,0.0
298,@naa_two,608864825389666304,Gandhiji ne humein azaadi di. #WorstChildhoodRumors 😂,2015-06-11 05:14:21+00:00,gandhiji ne humein azaadi di worstchildhoodrumors,0.0,0.0,neutral,0.0,1.0,0.0,0.0
299,@naa_two,608864575589498881,"RT @Madan_Chikna: Daaru pine se pet ke kide marte hai was one of the #WorstChildhoodRumors

But we believed in rumours and tried it. 😂😂",2015-06-11 05:13:21+00:00,daaru pine se pet ke kide marte hai was one of the worstchildhoodrumors but we believed in rumours and tried it,0.0,0.0,neutral,0.0,1.0,0.0,0.0
300,@naa_two,608864425550839808,"The pencil lead had 'lead' in it and not 'graphite'. That'd have led to pencils disappearing faster than Maggi! XD
#WorstChildhoodRumors",2015-06-11 05:12:45+00:00,the pencil lead had lead in it and not graphite that d have led to pencils disappearing faster than maggi xd worstchildhoodrumors,0.0,0.0,positive,0.0,0.84,0.16,0.5859
301,@naa_two,606658095993864192,"Daal mein kala ya kale mein daal.
RT @NewsX: #Nestle withdraws #Maggi noodles, still says safe
http://t.co/oIWB5RFO7H http://t.co/ZrKSu9dtgu",2015-06-05 03:05:35+00:00,daal mein kala ya kale mein daal nestle withdraws maggi noodles still says safe,0.5,0.5,positive,0.0,0.818,0.182,0.4404
302,@naa_two,604899423483617283,RT @OpIndia_com: IIT Madras Professor wrote this on facebook http://t.co/Oi9VcCuwyO,2015-05-31 06:37:15+00:00,iit madras professor wrote this on facebook,0.0,0.0,neutral,0.0,1.0,0.0,0.0
303,@naa_two,604860566931271681,RT @rahulroushan: This idiot believes that no SC/ST/OBC can qualify on merit. Betrays his elitist casteist mindset. http://t.co/LFj6Q6FN8y,2015-05-31 04:02:51+00:00,this idiot believes that no sc st obc can qualify on merit betrays his elitist casteist mindset,-0.8,0.8,negative,0.363,0.524,0.113,-0.7351
304,@naa_two,604255844528574464,"RT @OpIndia_com: Latest: IIT Madras stood against caste-based hatred, but it was made a Freedom and Modi related issue: http://t.co/8oosqZA…",2015-05-29 11:59:54+00:00,latest iit madras stood against caste based hatred but it was made a freedom and modi related issue,0.25,0.65,positive,0.111,0.641,0.248,0.6369
305,@naa_two,604245531037040642,RT @BabaBakChod: Three usage of Railway tracks in India. 1. To run train.2. To do potty.3. To protest for reservation and special …,2015-05-29 11:18:55+00:00,three usage of railway tracks in india 1 to run train 2 to do potty 3 to protest for reservation and special,0.35714285714285715,0.5714285714285714,positive,0.092,0.783,0.124,0.1779
306,@naa_two,604245478264315904,RT @UnSubtleDesi: Madhuri served a notice for endorsng maggi?Ok.Srve notce to the moron who endorses deos too.Doubt any woman has dropped h…,2015-05-29 11:18:43+00:00,madhuri served a notice for endorsng maggi ok srve notce to the moron who endorses deos too doubt any woman has dropped h,-0.15000000000000002,0.75,negative,0.209,0.623,0.168,-0.2732
307,@naa_two,604245393929457664,"@JhaSanjay All of that, and scams, and more scams, and many more scams. Aap ko bhi #Scamnesia ho gaya kya Sir??",2015-05-29 11:18:22+00:00,all of that and scams and more scams and many more scams aap ko bhi scamnesia ho gaya kya sir,0.5,0.5,negative,0.401,0.599,0.0,-0.9081
308,@naa_two,604245393929457664,"@JhaSanjay All of that, and scams, and more scams, and many more scams. Aap ko bhi #Scamnesia ho gaya kya Sir??",2015-05-29 11:18:22+00:00,all of that and scams and more scams and many more scams aap ko bhi scamnesia ho gaya kya sir,0.5,0.5,negative,0.401,0.599,0.0,-0.9081
309,@naa_two,603982578371055616,"RT @jhunjhunwala: Forget Rahul, check out the expressions of the dudes in the back. Admiration level - DIGVIJAY SINGH http://t.co/M9xpfcMcRT",2015-05-28 17:54:02+00:00,forget rahul check out the expressions of the dudes in the back admiration level digvijay singh,0.0,0.0,positive,0.098,0.722,0.18,0.3818
310,@naa_two,603831369299447808,RT @madhukishwar: Congress accuses Modi PMO of centralising power. Far better than effete Manmohan PMO while Sonia's unconstitutional NAC g…,2015-05-28 07:53:11+00:00,congress accuses modi pmo of centralising power far better than effete manmohan pmo while sonia s unconstitutional nac g,0.3,0.75,positive,0.118,0.739,0.143,0.128
311,@naa_two,603830896509071360,"RT @ComedyBanda: *CinemaHall
Security:Kya hai bag me
Me:Bomb hai gun hai aur bisleri bottle 
Security:Aap andar bisleri lekar nai ja sakthe…",2015-05-28 07:51:19+00:00,cinemahall security kya hai bag me me bomb hai gun hai aur bisleri bottle security aap andar bisleri lekar nai ja sakthe,0.0,0.0,negative,0.197,0.634,0.169,-0.2023
312,@naa_two,603830849067319297,"RT @Dev_Fadnavis: My Tributes and Salutations to The Fearless Freedom Fighter, Swatantrya #VeerSavarkar on His Jayanti ! http://t.co/SRLztH…",2015-05-28 07:51:07+00:00,my tributes and salutations to the fearless freedom fighter swatantrya veersavarkar on his jayanti,0.0,0.0,positive,0.0,0.558,0.442,0.8271
313,@naa_two,603830324192153600,"RT @ShankhNaad: A tribute to all the zeeshan khans and Misbah Quadris out there..

#ShankhNaad http://t.co/flG0IOJiEo",2015-05-28 07:49:02+00:00,a tribute to all the zeeshan khans and misbah quadris out there shankhnaad,0.0,0.0,neutral,0.0,1.0,0.0,0.0
314,@naa_two,603811231623847936,RT @PriyancaBajaj: जब अंग्रेजी को गला घोंट के मारा गया.. http://t.co/uUtFRJCRq3,2015-05-28 06:33:10+00:00,,0.0,0.0,neutral,0.0,0.0,0.0,0.0
315,@naa_two,603808599618359296,RT @IndiaFinger: RIP photoshop http://t.co/aHwj2KrpEx,2015-05-28 06:22:43+00:00,rip photoshop,0.0,0.0,neutral,0.0,1.0,0.0,0.0
316,@naa_two,603772649316028418,"AAPtard-Congi-Commie-JanataParivar ""grand alliance"" in waiting.

RT @timesofindia: Kejri to write to all non-BJP CMs  http://t.co/4Oa52PgVxo",2015-05-28 03:59:51+00:00,aaptard congi commie janataparivar grand alliance in waiting kejri to write to all non bjp cms,0.5,1.0,positive,0.0,0.833,0.167,0.4588
317,@naa_two,603771738703273985,@rahulroushan Comes as no surprise is Modi's India. XD,2015-05-28 03:56:14+00:00,comes as no surprise is modi s india xd,0.0,0.0,positive,0.168,0.382,0.45,0.5719
318,@naa_two,603770889449054209,RT @vsp888: A Hindu in my office lives in a Chawl in Vile Parle surrounded by Muslims.celebrates Ganesh Utsav under police protection! #Apa…,2015-05-28 03:52:52+00:00,a hindu in my office lives in a chawl in vile parle surrounded by muslims celebrates ganesh utsav under police protection apa,0.0,0.0,negative,0.159,0.698,0.143,-0.1027
319,@naa_two,603770827427815424,"RT @rahulroushan: Always nice to see journalists, whose entire political ""wisdom"" starts and ends with caste analysis, telling others to th…",2015-05-28 03:52:37+00:00,always nice to see journalists whose entire political wisdom starts and ends with caste analysis telling others to th,0.19999999999999998,0.5750000000000001,positive,0.0,0.733,0.267,0.7351
320,@naa_two,603770772272754689,"RT @rahulroushan: Spread hatred against Brahmins and Jains https://t.co/CrDZemjRZr 
then pontificate like idiot https://t.co/t19h9IkzxK",2015-05-28 03:52:24+00:00,spread hatred against brahmins and jains then pontificate like idiot,-0.8,0.8,negative,0.441,0.412,0.147,-0.7184
321,@naa_two,603765818665541632,"@sagarikaghose Lolwa. 😂😂😂
Since MMS has only scams to show, give the credit of Guj boom to MMS. I like how you think. #Scamnesia",2015-05-28 03:32:43+00:00,lolwa since mms has only scams to show give the credit of guj boom to mms i like how you think scamnesia,0.0,1.0,positive,0.141,0.669,0.19,0.0772
322,@naa_two,603764948339007490,"RT @jgopikrishnan70: When you opt such names, you will get these kind. PM is right https://t.co/M6ikmRLJp3",2015-05-28 03:29:15+00:00,when you opt such names you will get these kind pm is right,0.29523809523809524,0.6452380952380952,positive,0.0,0.779,0.221,0.5267
323,@naa_two,603546749328695296,"Prime Minister of India, President of India: Appeal for a total ban on cow slaughter in Al-Kabe... https://t.co/k7Eg4a0oMp",2015-05-27 13:02:13+00:00,prime minister of india president of india appeal for a total ban on cow slaughter in al kabe,-0.06666666666666667,0.4583333333333333,negative,0.184,0.816,0.0,-0.5574
324,@naa_two,603546041393106944,RT @Being_Humor: Rahul Gandhi 14th smartest in this photo considering all the three phones are smart phones. http://t.co/1NUhIUIoce,2015-05-27 12:59:24+00:00,rahul gandhi 14th smartest in this photo considering all the three phones are smart phones,0.21428571428571427,0.6428571428571429,positive,0.0,0.66,0.34,0.7717
325,@naa_two,603537624087703554,RT @smritiirani: On my way back from Kharagpur after a karyakarta sammelan. Glad Priyanka Vadra has reposed faith in me to develop Amethi. …,2015-05-27 12:25:57+00:00,on my way back from kharagpur after a karyakarta sammelan glad priyanka vadra has reposed faith in me to develop amethi,0.25,0.5,positive,0.0,0.756,0.244,0.7003
326,@naa_two,603537519477596162,RT @UnSubtleDesi: As suspected. Was a hitjob by IE. The morons who trended against Rijuju should feel very idiotic now (via @rkgeemail) htt…,2015-05-27 12:25:32+00:00,as suspected was a hitjob by ie the morons who trended against rijuju should feel very idiotic now via htt,-0.8333333333333334,1.0,negative,0.336,0.664,0.0,-0.796
327,@naa_two,603537519477596162,RT @UnSubtleDesi: As suspected. Was a hitjob by IE. The morons who trended against Rijuju should feel very idiotic now (via @rkgeemail) htt…,2015-05-27 12:25:32+00:00,as suspected was a hitjob by ie the morons who trended against rijuju should feel very idiotic now via htt,-0.8333333333333334,1.0,negative,0.336,0.664,0.0,-0.796
328,@naa_two,603536185336561666,"RT @bhupendrachaube: So there was no Bofors scam according to @RashtrapatiBhvn , there was no spectrum scam according to Manmohan singh. No…",2015-05-27 12:20:14+00:00,so there was no bofors scam according to there was no spectrum scam according to manmohan singh no,0.0,0.0,negative,0.532,0.468,0.0,-0.9299
329,@naa_two,603534421094891520,"RT @Keisar_: 65Year Nehruvian muck Vs.1Year Old Modi. About time, some people should stop having Nehrugasm. Brilliantly conveyed. http://t.…",2015-05-27 12:13:13+00:00,65year nehruvian muck vs 1year old modi about time some people should stop having nehrugasm brilliantly conveyed,0.5,0.6,positive,0.104,0.708,0.189,0.4215
330,@naa_two,603508366237769728,"RT @CrimeMasterV2: RT for Priyanka, Fav for Rahul
#DumbAndDumber http://t.co/WCLrrtZD2K",2015-05-27 10:29:41+00:00,rt for priyanka fav for rahul dumbanddumber,0.0,0.0,positive,0.0,0.667,0.333,0.4588
331,@naa_two,603504864144986112,RT @RoflGandhi_: Dadi Indira ji did once :) https://t.co/WqZVYPDzZz,2015-05-27 10:15:46+00:00,dadi indira ji did once,0.0,0.0,neutral,0.0,1.0,0.0,0.0
332,@naa_two,603504790048382976,"Dhang se zameen par baithna bhi nahi aata. Hadd hai. Firang sala. 😂😂😂

RT @OfficeOfRG: http://t.co/MEM3WPuaYR",2015-05-27 10:15:29+00:00,dhang se zameen par baithna bhi nahi aata hadd hai firang sala,0.0,0.0,neutral,0.0,1.0,0.0,0.0
333,@naa_two,603504052249309184,"RT @thekiranbedi: Heard ex PM,Dr MM Singh on TV now. Recall Interactions with him during anti corruption movement.He was a symbol of helple…",2015-05-27 10:12:33+00:00,heard ex pm dr mm singh on tv now recall interactions with him during anti corruption movement he was a symbol of helple,0.0,0.0,negative,0.099,0.901,0.0,-0.3182
334,@naa_two,603503976030474240,"RT @timesofindia: .@Tarunvijay | Finally, India gets a leader
http://t.co/2lyRv6G0uF http://t.co/jAnvwhZpRU",2015-05-27 10:12:15+00:00,finally india gets a leader,0.0,1.0,neutral,0.0,1.0,0.0,0.0
335,@naa_two,603501711655743488,"Pic ek. Chutiye anek. 😂😂😂

RT @OfficeOfRG: Paying tribute #RememberingNehru http://t.co/LKIqgUj3fA",2015-05-27 10:03:15+00:00,pic ek chutiye anek paying tribute rememberingnehru,0.0,0.0,neutral,0.0,1.0,0.0,0.0
336,@naa_two,603501547989770240,RT @UnSubtleDesi: Sonia Gandhi's reaction after Rahul gives a speech. Every. Single. Time. http://t.co/jRMNtrwGx6,2015-05-27 10:02:36+00:00,sonia gandhi s reaction after rahul gives a speech every single time,-0.07142857142857142,0.21428571428571427,neutral,0.0,1.0,0.0,0.0
337,@naa_two,603501426720034816,RT @rahulroushan: Did Modi govt sell this sea to Vijay Mallya for his caldendar shoot? An RTI inquiry will reveal the truth http://t.co/a90…,2015-05-27 10:02:07+00:00,did modi govt sell this sea to vijay mallya for his caldendar shoot an rti inquiry will reveal the truth,0.0,0.0,negative,0.106,0.793,0.101,-0.0258
338,@naa_two,603500985449775104,RT @rahulroushan: BJP worker caught red handed trying to steal the sea to hand it over to industrialists http://t.co/7BdPlP335r,2015-05-27 10:00:22+00:00,bjp worker caught red handed trying to steal the sea to hand it over to industrialists,0.0,0.0,neutral,0.157,0.686,0.157,0.0
339,@naa_two,603500856663609345,RT @Being_Humor: मनमोहन सिंह को लोग whatsapp से भी ज़्यादा यूज़ कर रहे हैं। 😂😂,2015-05-27 09:59:51+00:00,whatsapp,0.0,0.0,neutral,0.0,1.0,0.0,0.0
340,@naa_two,603500709485498369,"RT @OfficeOfRG: They are not picking a fight with the fishermen, not picking a fight with the tribals or farmers but the soul of this count…",2015-05-27 09:59:16+00:00,they are not picking a fight with the fishermen not picking a fight with the tribals or farmers but the soul of this count,0.0,0.0,positive,0.0,0.863,0.137,0.2924
341,@naa_two,603500483290890240,"RT @CrimeMasterV2: .@OfficeOfRG Sir, Modi is holding Pacific Ocean in his hands. He is going to gift it to Ambani. Plz save the sea http://…",2015-05-27 09:58:22+00:00,sir modi is holding pacific ocean in his hands he is going to gift it to ambani plz save the sea,0.0,0.0,positive,0.0,0.709,0.291,0.7506
342,@naa_two,603500332178513921,RT @firstpost: We are not scared of Mr Modi and 5 of his friends in suits: Rahul Gandhi #Badass http://t.co/V4wC1D8Bfw,2015-05-27 09:57:46+00:00,we are not scared of mr modi and 5 of his friends in suits rahul gandhi badass,0.0,0.0,positive,0.08,0.647,0.274,0.6002
343,@naa_two,603500276503289856,"RT @ndtv: I think I’m going to come back because I was given a very, very good fish lunch today: Rahul Gandhi in Thrissur, Kerala",2015-05-27 09:57:33+00:00,i think i m going to come back because i was given a very very good fish lunch today rahul gandhi in thrissur kerala,0.45499999999999996,0.39000000000000007,positive,0.0,0.838,0.162,0.5379
344,@naa_two,603500219574026240,RT @rahulroushan: Modi will fill up the sea in a bottle and give it to Industrialists. Rahul Gandhi has outkejriwalled Kejriwal.,2015-05-27 09:57:19+00:00,modi will fill up the sea in a bottle and give it to industrialists rahul gandhi has outkejriwalled kejriwal,0.0,0.0,neutral,0.0,1.0,0.0,0.0
345,@naa_two,603499738713858049,"RT @rahulroushan: Give man a fish and you feed him for a day, give Rahul Gandhi a fish, and he will feed you with round the clock entertain…",2015-05-27 09:55:24+00:00,give man a fish and you feed him for a day give rahul gandhi a fish and he will feed you with round the clock entertain,-0.2,0.4,positive,0.0,0.905,0.095,0.3182
346,@naa_two,603499738713858049,"RT @rahulroushan: Give man a fish and you feed him for a day, give Rahul Gandhi a fish, and he will feed you with round the clock entertain…",2015-05-27 09:55:24+00:00,give man a fish and you feed him for a day give rahul gandhi a fish and he will feed you with round the clock entertain,-0.2,0.4,positive,0.0,0.905,0.095,0.3182
347,@naa_two,603425679267336193,"RT @IndiaHistorypic: 1964

Sheikh Abdullah be like, haay ab Kashmir ki aur vaat koun lagayega!! 

http://t.co/GiqgjXY9nQ",2015-05-27 05:01:07+00:00,1964 sheikh abdullah be like haay ab kashmir ki aur vaat koun lagayega,0.0,0.0,positive,0.0,0.828,0.172,0.3612
348,@naa_two,603424894953476096,"Now she has a problem with NRIs. No, you just can't support Him. Scumbag @sagarikaghose 

http://t.co/ijQYsBtvuq @timesofindia",2015-05-27 04:58:00+00:00,now she has a problem with nris no you just can t support him scumbag,0.0,0.0,negative,0.438,0.433,0.13,-0.7506
349,@naa_two,603082452324585472,"RT @goyalsanjeev: LOL! What an elected #MP (3 term) should be doing, a losing candidate is, for the constituency.
Shame on @OfficeOfRG! htt…",2015-05-26 06:17:16+00:00,lol what an elected mp 3 term should be doing a losing candidate is for the constituency shame on htt,0.8,0.7,negative,0.243,0.638,0.119,-0.4404
350,@naa_two,603058964348030976,"RT @narendramodi: Its been a year! #SaalEkShuruaatAnek
https://t.co/LwHdGWHT6f",2015-05-26 04:43:56+00:00,its been a year saalekshuruaatanek,0.0,0.0,neutral,0.0,1.0,0.0,0.0
351,@naa_two,603056158694199296,365 days of Congress Mukt sarkaar. Time to weed out the remains of this dynasty from all aspects of Indian polity. #HappyBirthdayModiSarkar,2015-05-26 04:32:47+00:00,365 days of congress mukt sarkaar time to weed out the remains of this dynasty from all aspects of indian polity happybirthdaymodisarkar,0.0,0.0,neutral,0.0,1.0,0.0,0.0
352,@naa_two,603055657462288384,"Doesn't matter what the MSM and Congis keep blabbering, we're a better company than what we were an year ago. HBD @narendramodi sarkar!",2015-05-26 04:30:47+00:00,doesn t matter what the msm and congis keep blabbering we re a better company than what we were an year ago hbd sarkar,0.5,0.5,positive,0.0,0.833,0.167,0.4588
353,@naa_two,603054811630600193,"RT @ICC: #OnThisDay in 1999, Sourav Ganguly and Rahul Dravid put on a 318 runs for India v Sri Lanka at the @cricketworldcup http://t.co/dU…",2015-05-26 04:27:25+00:00,onthisday in 1999 sourav ganguly and rahul dravid put on a 318 runs for india v sri lanka at the,0.0,0.0,neutral,0.0,1.0,0.0,0.0
354,@naa_two,602852256120119296,"@ksinamdar @airnewsalerts Technically speaking, प्रधानमंत्री हा तेवढाच मराठी शब्द आहे जेवढा की पंतप्रधान.
@waglenikhil",2015-05-25 15:02:32+00:00,technically speaking,0.0,0.1,neutral,0.0,1.0,0.0,0.0
355,@naa_two,602851200308940800,@mihirssharma Burnol le lo aap.😂😂😂,2015-05-25 14:58:21+00:00,burnol le lo aap,0.0,0.0,neutral,0.0,1.0,0.0,0.0
356,@naa_two,602761155455557632,RT @Trendulkar: Two minute silence for the guy with 90% who will be going to Babloo Engineering college and the reversation guy with 70% go…,2015-05-25 09:00:32+00:00,two minute silence for the guy with 90 who will be going to babloo engineering college and the reversation guy with 70 go,0.0,0.0,neutral,0.0,1.0,0.0,0.0
357,@naa_two,602752867313651712,"@ChinmayGawas Fuck. 😂😂😂
And apna MMS is BCCI.",2015-05-25 08:27:36+00:00,fuck and apna mms is bcci,-0.4,0.6,negative,0.412,0.588,0.0,-0.5423
358,@naa_two,602752451184185344,@ChinmayGawas Haha. Vadra and Meiyappan. Italian Bai and Srini Mama. 😂😂😂,2015-05-25 08:25:57+00:00,haha vadra and meiyappan italian bai and srini mama,0.1,0.15,positive,0.0,0.727,0.273,0.4588
359,@naa_two,602751220336328705,"🙈🙈🙈 Congi Spokespersons.
cc: @ChinmayGawas 

RT @americai: After playing well even the best lose sometimes like congress &amp; CSK #IPLFinal",2015-05-25 08:21:04+00:00,congi spokespersons cc after playing well even the best lose sometimes like congress amp csk iplfinal,1.0,0.3,positive,0.111,0.453,0.436,0.7845
360,@naa_two,602750152684621825,"RT @sri9011: ++you will complain not having PM's powers. When given the PM's post, you will complain about not having made you the DICTATOR…",2015-05-25 08:16:49+00:00,you will complain not having pm s powers when given the pm s post you will complain about not having made you the dictator,0.0,0.0,negative,0.2,0.8,0.0,-0.6124
361,@naa_two,602750145193607168,"RT @sri9011: When you get 28/70, you complain about lack of majority. When given 67/70, you complain lack of full statehood, When given ful…",2015-05-25 08:16:47+00:00,when you get 28 70 you complain about lack of majority when given 67 70 you complain lack of full statehood when given ful,0.35,0.55,negative,0.324,0.676,0.0,-0.8225
362,@naa_two,602548716298350592,"RT @firstpost: Mukesh Ambani's @mipaltan wins #PepsiIPL 8. This should come as no surprise in Modi's India.

#MIvCSK #MI #IPLFinal",2015-05-24 18:56:23+00:00,mukesh ambani s wins pepsiipl 8 this should come as no surprise in modi s india mivcsk mi iplfinal,0.3,0.2,positive,0.105,0.619,0.276,0.5574
363,@naa_two,602546770015453184,"RT @sn_quote: There is no Muslim player, umpire, referee or owner in #IPLFinal. 
This should come as no surprise in Modi's India!
@coolfunn…",2015-05-24 18:48:39+00:00,there is no muslim player umpire referee or owner in iplfinal this should come as no surprise in modi s india,0.0,0.0,negative,0.187,0.723,0.089,-0.3182
364,@naa_two,602546359804112896,"RT @MohitParmarr: Only Falguni Pathak is missing in this pic 
#ipl8 http://t.co/4RAlidmT46",2015-05-24 18:47:01+00:00,only falguni pathak is missing in this pic ipl8,-0.1,0.525,negative,0.216,0.784,0.0,-0.296
365,@naa_two,602546359804112896,"RT @MohitParmarr: Only Falguni Pathak is missing in this pic 
#ipl8 http://t.co/4RAlidmT46",2015-05-24 18:47:01+00:00,only falguni pathak is missing in this pic ipl8,-0.1,0.525,negative,0.216,0.784,0.0,-0.296
366,@naa_two,602540911180972032,"RT @Madan_Chikna: Whistle Fodu.

Jai Maharashtra

#MIvCSK",2015-05-24 18:25:22+00:00,whistle fodu jai maharashtra mivcsk,0.0,0.0,neutral,0.0,1.0,0.0,0.0
367,@naa_two,602539386148814848,"#MI 🙏

@mipaltan #ApunKaSuperstar #MIvCSK #PepsiIPL #IPLFinal",2015-05-24 18:19:18+00:00,mi apunkasuperstar mivcsk pepsiipl iplfinal,0.0,0.0,neutral,0.0,1.0,0.0,0.0
368,@naa_two,602518811820994560,"Sources. Sources. Sources. 😂😂😂

RT @TimesNow: Even the corporates are not happy with this government: Ashutosh, AAP #Modi3656",2015-05-24 16:57:33+00:00,sources sources sources even the corporates are not happy with this government ashutosh aap modi3656,-0.4,1.0,negative,0.176,0.824,0.0,-0.4585
369,@naa_two,602517128105709568,"RT @Being_Humor: महाराष्ट्रा रन निर्माण सेना। #mi 
#IPLFinal",2015-05-24 16:50:52+00:00,mi iplfinal,0.0,0.0,neutral,0.0,1.0,0.0,0.0
370,@naa_two,602499407804702720,@ashutosh83B ke company mein ho?? 😂😂😂@Trendulkar,2015-05-24 15:40:27+00:00,ke company mein ho,0.0,0.0,neutral,0.0,1.0,0.0,0.0
371,@naa_two,602498799844466690,RT @KyaUkhaadLega: I think this match is fixed. My friend just messaged me saying that the team batting first will either score an odd or e…,2015-05-24 15:38:02+00:00,i think this match is fixed my friend just messaged me saying that the team batting first will either score an odd or e,0.06111111111111111,0.2611111111111111,positive,0.09,0.784,0.125,0.2263
372,@naa_two,602497380127145984,"Kiye karaye par paani bc. -_-
@mipaltan #IPLFinal #PepsiIPL #MIvCSK #MI #ApunKaSuperstar",2015-05-24 15:32:23+00:00,kiye karaye par paani bc iplfinal pepsiipl mivcsk mi apunkasuperstar,0.0,0.0,neutral,0.0,1.0,0.0,0.0
373,@naa_two,602496565945602048,"RT @KyaUkhaadLega: Normal People : Utha le re bhagwan
Nita : Utha le re Harbhajan 
http://t.co/XEn1Z0PZJg",2015-05-24 15:29:09+00:00,normal people utha le re bhagwan nita utha le re harbhajan,0.15,0.6499999999999999,neutral,0.0,1.0,0.0,0.0
