,user,id,text,created_at,clean_text,polarity,subjectivity,sentiment,neg,neu,pos,compound,topic_id,topic
160,@naa_two,594203407503626240,RT @bhogleharsha: So after winning the first five games #RajasthanRoyals haven't won any of the next five....#PepsiIPL,2015-05-01 18:15:06+00:00,so after winning the first five games rajasthanroyals haven t won any of the next five pepsiipl,0.25,0.3611111111111111,positive,0.0,0.655,0.345,0.8115,1,Modi
161,@naa_two,593606499617800193,"RT @Trendulkar: Proud of Sarfaraz Khan to play IPL at the age of 17. When I was 17, I was cramming mathematical formulae never to be used i…",2015-04-30 02:43:12+00:00,proud of sarfaraz khan to play ipl at the age of 17 when i was 17 i was cramming mathematical formulae never to be used i,0.4,0.5,positive,0.0,0.792,0.208,0.6705,2,Opposition
162,@naa_two,593057448170131457,"Phir bhi sale royenge. #NetNeutrality 
RT @timesofindia: Bharti Airtel's net profit rises 30.5 per cent to Rs 1,255 crore for March quarter",2015-04-28 14:21:28+00:00,phir bhi sale royenge netneutrality bharti airtel s net profit rises 30 5 per cent to rs 1 255 crore for march quarter,0.0,0.0,positive,0.0,0.868,0.132,0.4404,2,Opposition
163,@naa_two,593052553975189504,"RT @siddtalks: @coolfunnytshirt हमारे यहाँ सरकार सूटबूटवाली और विपक्षी नेता जींस, टी-शर्ट और डाएट कोकवाले हैं! @Being_Humor http://t.co/i8l…",2015-04-28 14:02:01+00:00,humor,0.0,0.0,positive,0.0,0.0,1.0,0.2732,0,Cricket
164,@naa_two,593051155929792512,RT @Zakka_Jacob: Curious that Rahul talks abt farmers issues with Diet Coke in hand! #FiveStarActivisim? @INCIndia ? @ibnlive http://t.co/6…,2015-04-28 13:56:28+00:00,curious that rahul talks abt farmers issues with diet coke in hand fivestaractivisim,-0.1,1.0,positive,0.0,0.667,0.333,0.6705,1,Modi
165,@naa_two,593051155929792512,RT @Zakka_Jacob: Curious that Rahul talks abt farmers issues with Diet Coke in hand! #FiveStarActivisim? @INCIndia ? @ibnlive http://t.co/6…,2015-04-28 13:56:28+00:00,curious that rahul talks abt farmers issues with diet coke in hand fivestaractivisim,-0.1,1.0,positive,0.0,0.667,0.333,0.6705,1,Modi
166,@naa_two,593049215829344257,"Love when @smritiirani speaks in the Parliament.
@OpIndia_com: @bwoyblunder writes:The coming of Age of Smriti Irani: http://t.co/0RFvxljfxg",2015-04-28 13:48:46+00:00,love when speaks in the parliament com writes the coming of age of smriti irani,0.5,0.6,positive,0.0,0.769,0.231,0.6369,1,Modi
167,@naa_two,592883827728584705,RT @rahulkanwal: The fearless Gorkha. Respect. http://t.co/KcMwZIIw8p,2015-04-28 02:51:34+00:00,the fearless gorkha respect,0.0,0.0,positive,0.0,0.25,0.75,0.7184,0,Cricket
168,@naa_two,592732330013433856,"RT @shilpitewari: A recorded version of @smritiirani's speech in Loksabha today. https://t.co/WfMjTOsB35. 
Absolute treat to watch
@Gr8pand…",2015-04-27 16:49:34+00:00,a recorded version of s speech in loksabha today absolute treat to watch,0.2,0.9,positive,0.0,0.787,0.213,0.4019,2,Opposition
169,@naa_two,592654005823676416,"XD
RT @reviewero: Christians who aren't happy in their life...please note...main guy has a message..do ghar wapsi http://t.co/PR8g59Ri83",2015-04-27 11:38:20+00:00,xd christians who aren t happy in their life please note main guy has a message do ghar wapsi,0.48333333333333334,0.6666666666666666,positive,0.0,0.588,0.412,0.8689,2,Opposition
170,@naa_two,592648153255383040,"RT @ShankhNaad: Wonderful gesture by AAP!!
https://t.co/r5gr3mQQAj
-------------------------------
~via Guru Prasad http://t.co/CLGnepnTuz",2015-04-27 11:15:05+00:00,wonderful gesture by aap via guru prasad,1.0,1.0,positive,0.0,0.619,0.381,0.5719,2,Opposition
171,@naa_two,592272272565473280,RT @sambha_bhilane: The difference between Sagarika Ghose and Kamal R Khan is that KRK doesn't have to share bedroom with Rajdeep Sardesai.,2015-04-26 10:21:28+00:00,the difference between sagarika ghose and kamal r khan is that krk doesn t have to share bedroom with rajdeep sardesai,0.0,0.0,positive,0.0,0.891,0.109,0.296,2,Opposition
172,@naa_two,592271912555847680,"RT @coolfunnytshirt: .@sagarikaghose madam, Modi sarkar should boot out the the suited presstitutes from their roots! best solution ever!",2015-04-26 10:20:02+00:00,madam modi sarkar should boot out the the suited presstitutes from their roots best solution ever,1.0,0.3,positive,0.0,0.683,0.317,0.7579,0,Cricket
173,@naa_two,592271440054910976,So our MSM journos are down to discussing what @narendramodi should wear and what not. Pathetic blog! http://t.co/YydLXQas1e @sagarikaghose,2015-04-26 10:18:09+00:00,so our msm journos are down to discussing what should wear and what not pathetic blog,0.17222222222222222,0.6444444444444445,positive,0.0,0.833,0.167,0.4585,1,Modi
174,@naa_two,592195182247870465,RT @Jal_Kukdi: Few months ago Modi said that Nepal is like India's extended family and today his actions are speaking louder than his words…,2015-04-26 05:15:08+00:00,few months ago modi said that nepal is like india s extended family and today his actions are speaking louder than his words,-0.2,0.1,positive,0.0,0.894,0.106,0.3612,2,Opposition
175,@naa_two,592195182247870465,RT @Jal_Kukdi: Few months ago Modi said that Nepal is like India's extended family and today his actions are speaking louder than his words…,2015-04-26 05:15:08+00:00,few months ago modi said that nepal is like india s extended family and today his actions are speaking louder than his words,-0.2,0.1,positive,0.0,0.894,0.106,0.3612,2,Opposition
176,@naa_two,592194327046070274,"RT @YearOfRat: Guy: Help..
Missionary: Do you renounce your faith &amp; accept Jesu..
G: I'm Catholic.
M: Wait for Jesus then &amp; point me to som…",2015-04-26 05:11:44+00:00,guy help missionary do you renounce your faith amp accept jesu g i m catholic m wait for jesus then amp point me to som,0.0,0.1,positive,0.0,0.69,0.31,0.7964,0,Cricket
177,@naa_two,592192079171727362,"And the @TataSky issue is finally resolved. Took me 7 days, loads of phone calls and a few tweets to @haritnagpal. Phew!",2015-04-26 05:02:48+00:00,and the issue is finally resolved took me 7 days loads of phone calls and a few tweets to phew,-0.1,0.55,positive,0.0,0.909,0.091,0.1779,1,Modi
178,@naa_two,592172821872128001,"RT @CrimeMasterV2: Whenever there is any natural calamity, many people start singing 'Mauka Mauka' (pic via @sachinvij) #SoulVultures http:…",2015-04-26 03:46:17+00:00,whenever there is any natural calamity many people start singing mauka mauka pic via soulvultures http,0.3,0.45,positive,0.0,0.857,0.143,0.3612,0,Cricket
179,@naa_two,592015044650504193,"RT @ravighiyar: Around 20,000 RSS swayamsewaks reaching to Nepal to assist in rescue-relief operations. #NepalEarthquake",2015-04-25 17:19:20+00:00,around 20 000 rss swayamsewaks reaching to nepal to assist in rescue relief operations nepalearthquake,0.0,0.0,positive,0.0,0.594,0.406,0.802,2,Opposition
180,@naa_two,591846548973039617,@IndiaSpeaksPR WWI in a couple of tweets. Ek number! 🙏,2015-04-25 06:09:47+00:00,wwi in a couple of tweets ek number,0.0,0.0,positive,0.0,0.822,0.178,0.0772,2,Opposition
181,@naa_two,591583482565898240,"First #AshuCries drama. Nw Pappu to meet farmer's kin.
God save tht poor man's family. Ye baki to apni randigiri chodenge nai.
@mediacrooks",2015-04-24 12:44:27+00:00,first ashucries drama nw pappu to meet farmer s kin god save tht poor man s family ye baki to apni randigiri chodenge nai,-0.07500000000000001,0.4666666666666667,positive,0.113,0.693,0.193,0.296,2,Opposition
182,@naa_two,591580465460420608,"Chuck Gandhi, looks like Jonty Rhodes is the new father of our nation!! 😂 #India",2015-04-24 12:32:28+00:00,chuck gandhi looks like jonty rhodes is the new father of our nation india,0.13636363636363635,0.45454545454545453,positive,0.0,0.839,0.161,0.3612,0,Cricket
183,@naa_two,591579889767067648,RT @ShankhNaad: These dynasties wl solve our farmers'probs whch wer created by their own forefathers who hv been in power for so long http:…,2015-04-24 12:30:11+00:00,these dynasties wl solve our farmers probs whch wer created by their own forefathers who hv been in power for so long http,0.27499999999999997,0.7,positive,0.0,0.847,0.153,0.4215,1,Modi
184,@naa_two,591567842086027264,"@haritnagpal Sub ID: 1000877439
Hope you resolve this issue!",2015-04-24 11:42:19+00:00,sub id 1000877439 hope you resolve this issue,0.0,0.0,positive,0.0,0.522,0.478,0.6705,1,Modi
185,@naa_two,591451249859399680,RT @Trendulkar: My favorite Sachin Quote: http://t.co/p6VwgsM3zf,2015-04-24 03:59:01+00:00,my favorite sachin quote,0.5,1.0,positive,0.0,0.5,0.5,0.4588,0,Cricket
186,@naa_two,591447417700024320,"RT @ICC: The most runs, 100s and 50s in Tests, ODIs and at the @cricketworldcup - Happy Birthday @sachin_rt! http://t.co/WdKLYwOrar",2015-04-24 03:43:47+00:00,the most runs 100s and 50s in tests odis and at the happy birthday rt,0.65,0.75,positive,0.0,0.791,0.209,0.5719,0,Cricket
187,@naa_two,591445578078244864,"Happy Birthday my childhood superhero @sachin_rt !! :))
#HappyBirthdaySachin",2015-04-24 03:36:28+00:00,happy birthday my childhood superhero rt happybirthdaysachin,0.8,1.0,positive,0.0,0.619,0.381,0.5719,0,Cricket
188,@naa_two,590721978266451969,RT @AnupamPkher: Sometimes Suit Boot ki Sarkar is better than a Loot Loot ki Sarkar.:) #JustSaying,2015-04-22 03:41:09+00:00,sometimes suit boot ki sarkar is better than a loot loot ki sarkar justsaying,0.5,0.5,positive,0.0,0.805,0.195,0.4404,0,Cricket
189,@naa_two,590555579157970944,"Awesome.😂

RT @Ruchir78: Lol. How @RanaAyyub explains Twitter trends: http://t.co/hfn1rvdFOh via @opindia_com",2015-04-21 16:39:56+00:00,awesome lol how explains twitter trends via com,0.9,0.85,positive,0.0,0.465,0.535,0.7845,0,Cricket
190,@naa_two,590479295073505280,"RT @rahulroushan: Naidu also used सौ चूहे खाकर बिल्ली चली हज को idiom, why are they not saying राहुल की तुलना बिल्ली से? Anti-Billi bias cl…",2015-04-21 11:36:49+00:00,naidu also used idiom why are they not saying anti billi bias cl,0.0,0.0,positive,0.097,0.766,0.137,0.1436,2,Opposition
191,@naa_two,589077602318462977,"And so I tune in to watch #MIvsCSK and its the same old story, same old start. Sigh.
#ApunKaSuperstar @mipaltan #IPL #AntiClimax",2015-04-17 14:46:59+00:00,and so i tune in to watch mivscsk and its the same old story same old start sigh apunkasuperstar ipl anticlimax,0.05,0.1625,positive,0.0,0.945,0.055,0.0258,2,Opposition
192,@naa_two,589076324947402753,"5GB patch to the #GTAV PC version on Day 1. Was hoping to have a go at the game today. Need to wait 7h 5m more, says my PC. #AntiClimax -_-'",2015-04-17 14:41:55+00:00,5gb patch to the gtav pc version on day 1 was hoping to have a go at the game today need to wait 7h 5m more says my pc anticlimax,0.04999999999999999,0.45,positive,0.0,0.906,0.094,0.4215,0,Cricket
193,@naa_two,588924903128084482,"RT @rahulroushan: Now this is also due to Modi? Shades of Orange earlier represented romance, not energy? https://t.co/wGecysJp6K",2015-04-17 04:40:13+00:00,now this is also due to modi shades of orange earlier represented romance not energy,-0.0625,0.4375,positive,0.099,0.706,0.196,0.4188,1,Modi
194,@naa_two,588921774756114432,RT @rahulroushan: People who supported Kashmiri students raising pro-Pak slogans want to know if #MasratAlam has been arrested for waging w…,2015-04-17 04:27:47+00:00,people who supported kashmiri students raising pro pak slogans want to know if masratalam has been arrested for waging w,0.0,0.0,positive,0.137,0.705,0.159,-0.128,1,Modi
195,@naa_two,588581044791545856,"RT @ChickenBiryanii: With a limit of 140 character, now the best part is we don't need to troll SP, BSP, JDU,RJD, JDS etc. separately #Jant…",2015-04-16 05:53:51+00:00,with a limit of 140 character now the best part is we don t need to troll sp bsp jdu rjd jds etc separately jant,1.0,0.3,positive,0.0,0.84,0.16,0.6369,0,Cricket
196,@naa_two,588324036175757312,"RT @JitendraJain_: While the AIB video was good, this dummy's guide to understanding #NetNeutrality by @rahulroushan is even better http://…",2015-04-15 12:52:35+00:00,while the aib video was good this dummy s guide to understanding netneutrality by is even better,0.6,0.55,positive,0.0,0.707,0.293,0.7003,2,Opposition
197,@naa_two,587148574024056832,"Send TRAI your views, protect #NetNeutralityIndia and #SaveTheInternet - http://t.co/qImSXtZNe7",2015-04-12 07:01:43+00:00,send trai your views protect netneutralityindia and savetheinternet,0.0,0.0,positive,0.0,0.729,0.271,0.3818,1,Modi
198,@naa_two,586417060634210304,@saurabhkankriya Yes that thing. Loosen up the screws first. For me it worked by rotating clockwise by around 20°. Might be different for u.,2015-04-10 06:34:57+00:00,yes that thing loosen up the screws first for me it worked by rotating clockwise by around 20 might be different for u,0.125,0.4666666666666667,positive,0.081,0.81,0.109,0.1779,1,Modi
199,@naa_two,586398767726735360,"@saurabhkankriya Tune in to StarPlus, Organiser&gt;SystemSettings&gt;SignalTest. Rotate LNB n check for the signal quality to go above 70. Done.",2015-04-10 05:22:15+00:00,tune in to starplus organiser gt systemsettings gt signaltest rotate lnb n check for the signal quality to go above 70 done,0.0,0.1,positive,0.0,0.819,0.181,0.4939,2,Opposition
200,@naa_two,586398427694542848,"@saurabhkankriya Nothing risky as such. The technician did it for me. Later that day, I did it for my cousin.",2015-04-10 05:20:54+00:00,nothing risky as such the technician did it for me later that day i did it for my cousin,0.0,0.25,positive,0.0,0.914,0.086,0.1511,1,Modi
201,@naa_two,586385788583051265,"While nvr had the chance of hearing him do commentary in his prime, fondly remember his voice from EA's Cricket 07. #RIPRichie #RichieBenaud",2015-04-10 04:30:41+00:00,while nvr had the chance of hearing him do commentary in his prime fondly remember his voice from ea s cricket 07 riprichie richiebenaud,0.0,0.0,positive,0.0,0.811,0.189,0.5994,1,Modi
202,@naa_two,586370798983622658,"RT @MukulAgarwal66: Dear @narendramodi ji, this work by @sachin_rt needs to be advertised well: http://t.co/gDBzqJm5Ix http://t.co/nyrJj6xQ…",2015-04-10 03:31:07+00:00,dear ji this work by rt needs to be advertised well,0.0,0.0,positive,0.0,0.657,0.343,0.5719,0,Cricket
203,@naa_two,586023435412705281,"RT @paddylives: Moody upgrades India sovereign rating, FAA upgrades India aviation safety ranking .. yet media diva is trying to find rando…",2015-04-09 04:30:49+00:00,moody upgrades india sovereign rating faa upgrades india aviation safety ranking yet media diva is trying to find rando,0.0,0.0,positive,0.112,0.762,0.126,0.0772,1,Modi
204,@naa_two,586023435412705281,"RT @paddylives: Moody upgrades India sovereign rating, FAA upgrades India aviation safety ranking .. yet media diva is trying to find rando…",2015-04-09 04:30:49+00:00,moody upgrades india sovereign rating faa upgrades india aviation safety ranking yet media diva is trying to find rando,0.0,0.0,positive,0.112,0.762,0.126,0.0772,1,Modi
205,@naa_two,586023386184163328,RT @EconomicTimes: Moody's upgrades India's rating outlook to 'Positive' from 'Stable',2015-04-09 04:30:37+00:00,moody s upgrades india s rating outlook to positive from stable,0.22727272727272727,0.5454545454545454,positive,0.175,0.42,0.406,0.5106,0,Cricket
206,@naa_two,585474079970459648,RT @Gen_VKSingh: Friends what do you you expect from presstitutes. Last time Arnab thought there was 'O' in place of 'E' #TimesNowDisaster,2015-04-07 16:07:52+00:00,friends what do you you expect from presstitutes last time arnab thought there was o in place of e timesnowdisaster,0.0,0.06666666666666667,positive,0.0,0.846,0.154,0.4767,1,Modi
207,@naa_two,585437534840172544,"Watching @samirkochhar n likes of Ajay Jadeja, SherryPa, SunnyG on Sony MAX. That time of the year. @IPL #IPL8 @mipaltan #ApunKaSuperstar :*",2015-04-07 13:42:39+00:00,watching n likes of ajay jadeja sherrypa sunnyg on sony max that time of the year ipl8 apunkasuperstar,0.0,0.0,positive,0.0,0.851,0.149,0.4215,1,Modi
208,@naa_two,584932120482590720,"RT @girirajsinghbjp: Excellent article by @sagarikaghose..abbreviation of rich indian culture,https://t.co/WtGGpHbRFP",2015-04-06 04:14:19+00:00,excellent article by abbreviation of rich indian culture,0.6875,0.875,positive,0.0,0.451,0.549,0.8074,2,Opposition
209,@naa_two,584704950543888384,"RT @InduSarabhai: *Calls 1031* #AAPHelpLine 

Operator: Hello! I can help you?

Me: Yaar ye dahi nahi jama kal; CM se keh kar thoda Raita b…",2015-04-05 13:11:38+00:00,calls 1031 aaphelpline operator hello i can help you me yaar ye dahi nahi jama kal cm se keh kar thoda raita b,0.0,0.0,positive,0.0,0.881,0.119,0.4019,2,Opposition
210,@naa_two,584565173496623104,"Jaswant Singh.

RT @IndiaSpeaksPR: Very very brave of @Gen_VKSingh to stay on in Sanaa. Don't recall any Min in the past taking such risks",2015-04-05 03:56:12+00:00,jaswant singh very very brave of vksingh to stay on in sanaa don t recall any min in the past taking such risks,0.25,0.5833333333333334,positive,0.081,0.767,0.152,0.4351,0,Cricket
211,@naa_two,584365685603635202,"""We are updating our system to serve you better"" is no excuse for 9 out of every 10 channels going off air! :/ @TataSky",2015-04-04 14:43:31+00:00,we are updating our system to serve you better is no excuse for 9 out of every 10 channels going off air,0.2625,0.275,positive,0.09,0.738,0.172,0.25,2,Opposition
212,@naa_two,584364216749957123,RT @Babu_Bhaiyaa: This SC judge first objects why Courts being held on Good Friday..&amp; now Skip PM's Dinner Meet saying it's sacred week..bh…,2015-04-04 14:37:40+00:00,this sc judge first objects why courts being held on good friday amp now skip pm s dinner meet saying it s sacred week bh,0.475,0.4666666666666667,positive,0.0,0.884,0.116,0.4404,1,Modi
213,@naa_two,584363521279827970,RT @ratigirl: Dear @narendramodi pls #Giveup subsidy in the Parl canteen... will give a great boost and credibility to your #Giveup LPG sub…,2015-04-04 14:34:55+00:00,dear pls giveup subsidy in the parl canteen will give a great boost and credibility to your giveup lpg sub,0.8,0.75,positive,0.0,0.584,0.416,0.8658,1,Modi
214,@naa_two,584363521279827970,RT @ratigirl: Dear @narendramodi pls #Giveup subsidy in the Parl canteen... will give a great boost and credibility to your #Giveup LPG sub…,2015-04-04 14:34:55+00:00,dear pls giveup subsidy in the parl canteen will give a great boost and credibility to your giveup lpg sub,0.8,0.75,positive,0.0,0.584,0.416,0.8658,1,Modi
215,@naa_two,584229758793224194,"RT @mipaltan: Paltan, it’s time welcome #ApunKaSuperstar – our official hashtag for @IPL 2015. RT and spread the word! http://t.co/7Rm6tczf…",2015-04-04 05:43:23+00:00,paltan it s time welcome apunkasuperstar our official hashtag for 2015 rt and spread the word,0.8,0.9,positive,0.0,0.824,0.176,0.4588,1,Modi
216,@naa_two,584196368064839681,"RT @rahulroushan: He spins, he shifts goalposts, he plays victim card. Adarsh Liberal excels at Cricket, Football, Poker. Left arm orthodox…",2015-04-04 03:30:42+00:00,he spins he shifts goalposts he plays victim card adarsh liberal excels at cricket football poker left arm orthodox,-0.09166666666666667,0.21666666666666667,positive,0.089,0.678,0.233,0.5267,0,Cricket
217,@naa_two,584196172669063168,"RT @coolfunnytshirt: Before entering any trial room, please DO NOT FORGET to ask the religion of the founder/owner of that store 

http://t…",2015-04-04 03:29:56+00:00,before entering any trial room please do not forget to ask the religion of the founder owner of that store,0.0,0.0,positive,0.0,0.819,0.181,0.4526,1,Modi
218,@naa_two,584196027361599488,"RT @coolfunnytshirt: Congrats #AdarshMedia &amp; #AdarshLiberal ! You have achieved the level of insanity you always promised! 

http://t.co/S5…",2015-04-04 03:29:21+00:00,congrats adarshmedia amp adarshliberal you have achieved the level of insanity you always promised,0.0,0.0,positive,0.18,0.534,0.286,0.296,2,Opposition
219,@naa_two,583872114203078656,"RT @KyaUkhaadLega: Next up, People in Delhi must have dinner before 6 pm and sleep by 7 to save more electricity. http://t.co/BA97P6JEiW",2015-04-03 06:02:14+00:00,next up people in delhi must have dinner before 6 pm and sleep by 7 to save more electricity,0.25,0.25,positive,0.0,0.833,0.167,0.4939,1,Modi
220,@naa_two,582723095120588800,"RT @jpduminy21: RT @MyBlackHeart7: @jpduminy21 Sir your Biggest fan from India say ""Kamaalrkhan chutiya hai"" Means we love you &amp; Miss you i…",2015-03-31 01:56:27+00:00,sir your biggest fan from india say kamaalrkhan chutiya hai means we love you amp miss you i,0.5,0.6,positive,0.072,0.633,0.294,0.7096,2,Opposition
221,@naa_two,582541145105788929,"RT @MohitParmarr: *at pizza hut*
Attendant: sir, we have this special Pan pizza.
Lucknowie: ama miyaan, Pizza mein bhi Pan! Lagaiye 2.",2015-03-30 13:53:26+00:00,at pizza hut attendant sir we have this special pan pizza lucknowie ama miyaan pizza mein bhi pan lagaiye 2,0.2785714285714286,0.4857142857142857,positive,0.0,0.852,0.148,0.481,2,Opposition
222,@naa_two,582403962558656512,RT @gajamani: Wow! This is the best excuse heard from AAPtards for sleeping w a volunteer! Beats Tejpal by miles! http://t.co/dM7WjZvGG5 vi…,2015-03-30 04:48:19+00:00,wow this is the best excuse heard from aaptards for sleeping w a volunteer beats tejpal by miles vi,0.35000000000000003,0.45,positive,0.0,0.601,0.399,0.8519,2,Opposition
223,@naa_two,582233526273122305,RT @Being_Humor: We won everything about Cricket the very moment Sachin Tendulkar was born.,2015-03-29 17:31:04+00:00,we won everything about cricket the very moment sachin tendulkar was born,0.2,0.3,positive,0.0,0.748,0.252,0.5719,1,Modi
224,@naa_two,582123920980979712,RT @i_Psycho: Australia is to World Cup what Shah Rukh Khan is to Filmfare awards. #CWC15Final,2015-03-29 10:15:32+00:00,australia is to world cup what shah rukh khan is to filmfare awards cwc15final,0.0,0.0,positive,0.0,0.812,0.188,0.4588,2,Opposition
225,@naa_two,582123648292556800,"RT @BoredCricket: Congratulations India on only losing to the World Champions.

#CWC15Final #AUSvNZ",2015-03-29 10:14:27+00:00,congratulations india on only losing to the world champions cwc15final ausvnz,0.0,1.0,positive,0.145,0.447,0.408,0.6908,2,Opposition
226,@naa_two,582122903556083712,RT @knittins: Darren Lehmann: Winning runs in 1999 World Cup. Winning catch in 2003 World Cup. Winning touch all over the 2015 World Cup. L…,2015-03-29 10:11:30+00:00,darren lehmann winning runs in 1999 world cup winning catch in 2003 world cup winning touch all over the 2015 world cup l,0.5,0.75,positive,0.0,0.651,0.349,0.8807,2,Opposition
227,@naa_two,582122751520997376,"No matter how much I wanted #NZ to win today, #AUS played way better. Unbeatable in their den! Fifth #WorldCup 
#NZvAUS #cwc15 #Respect",2015-03-29 10:10:53+00:00,no matter how much i wanted nz to win today aus played way better unbeatable in their den fifth worldcup nzvaus cwc15 respect,0.5,0.3666666666666667,positive,0.07,0.508,0.422,0.8779,2,Opposition
228,@naa_two,582020467948589056,"Exams in 2 days, still searching for my books, #cwc15 finals are on. God, save me! #NZvAUS #WorldCup",2015-03-29 03:24:27+00:00,exams in 2 days still searching for my books cwc15 finals are on god save me nzvaus worldcup,0.0,0.0,positive,0.0,0.739,0.261,0.6486,2,Opposition
229,@naa_two,581798088857137152,RT @retardedwriter: Never understood the desperation behind placing ur order in English at KFC/McD. Heard a guy practicing his order while …,2015-03-28 12:40:48+00:00,never understood the desperation behind placing ur order in english at kfc mcd heard a guy practicing his order while,-0.2,0.35,positive,0.0,0.879,0.121,0.357,0,Cricket
230,@naa_two,581062669769179136,"RT @ScoopWhoop: Well done, #TeamIndia. We’re still proud of you. A note from a grateful fan - http://t.co/knpY8Vb0Kx
#CWC http://t.co/NKULp…",2015-03-26 11:58:30+00:00,well done teamindia we re still proud of you a note from a grateful fan cwc,0.8,1.0,positive,0.0,0.488,0.512,0.8591,2,Opposition
231,@naa_two,581061866220187649,"RT @Trendulkar: Humble in victory, gracious in defeat. Thy name is MSD.",2015-03-26 11:55:19+00:00,humble in victory gracious in defeat thy name is msd,-0.2,0.4,positive,0.205,0.548,0.247,0.1531,0,Cricket
232,@naa_two,581061540343734272,"2015 nahin sahi, 2016 T20 WC mein dekh lenge!! :p
Well played team! N well played MSD. Still my most fav cptn! :')
#cwc15 #INDvAUS #AUSvIND",2015-03-26 11:54:01+00:00,2015 nahin sahi 2016 t20 wc mein dekh lenge p well played team n well played msd still my most fav cptn cwc15 indvaus ausvind,0.5,0.5,positive,0.0,0.594,0.406,0.8832,0,Cricket
233,@naa_two,581061540343734272,"2015 nahin sahi, 2016 T20 WC mein dekh lenge!! :p
Well played team! N well played MSD. Still my most fav cptn! :')
#cwc15 #INDvAUS #AUSvIND",2015-03-26 11:54:01+00:00,2015 nahin sahi 2016 t20 wc mein dekh lenge p well played team n well played msd still my most fav cptn cwc15 indvaus ausvind,0.5,0.5,positive,0.0,0.594,0.406,0.8832,0,Cricket
234,@naa_two,579720531055812608,"RT @TheShankhNaad: Thank you very much Mr. Nikam.
Your means justify the end.

#ShankhNaad #2611 #VandeMatram #Mumbai http://t.co/2q6aeRaqks",2015-03-22 19:05:19+00:00,thank you very much mr nikam your means justify the end shankhnaad 2611 vandematram mumbai,0.26,0.26,positive,0.0,0.848,0.152,0.3612,2,Opposition
235,@naa_two,579719800441589760,RT @BhateKetan: Yes. @narendramodi who has ruled for 10 months is accountable for 67 yrs mostly ruled by Congress. #AadarshLiberal http://t…,2015-03-22 19:02:25+00:00,yes who has ruled for 10 months is accountable for 67 yrs mostly ruled by congress aadarshliberal,0.5,0.5,positive,0.0,0.856,0.144,0.4019,0,Cricket
236,@naa_two,579323745984061440,RT @joshysalil: Pak team must head to Iraq or Syria now as they might feel more safe der dan home,2015-03-21 16:48:39+00:00,pak team must head to iraq or syria now as they might feel more safe der dan home,0.5,0.5,positive,0.0,0.842,0.158,0.4927,0,Cricket
237,@naa_two,579315695629910016,"Aani mhanun tumche umedvar padle ithun. Bc 😂😂😂

RT @timesofindia: Sena owns Mumbai, BJP like pirates: Saamna",2015-03-21 16:16:39+00:00,aani mhanun tumche umedvar padle ithun bc sena owns mumbai bjp like pirates saamna,0.0,0.0,positive,0.0,0.839,0.161,0.3612,0,Cricket
238,@naa_two,579309782944772097,"RT @joel__Samuel: 9 yrs ago today 1st tweet was sent by founder Jack Dorsey, did it get RTs? RT today &amp; say Happy birthday 🎂 @twitter http:…",2015-03-21 15:53:09+00:00,9 yrs ago today 1st tweet was sent by founder jack dorsey did it get rts rt today amp say happy birthday http,0.8,1.0,positive,0.0,0.85,0.15,0.5719,2,Opposition
239,@naa_two,579309297550503937,"Need more flicks like #NH10 
Need more actors like @AnushkaSharma 
#TakeABow",2015-03-21 15:51:14+00:00,need more flicks like nh10 need more actors like takeabow,0.5,0.5,positive,0.0,0.59,0.41,0.6764,2,Opposition
240,@naa_two,579309297550503937,"Need more flicks like #NH10 
Need more actors like @AnushkaSharma 
#TakeABow",2015-03-21 15:51:14+00:00,need more flicks like nh10 need more actors like takeabow,0.5,0.5,positive,0.0,0.59,0.41,0.6764,2,Opposition
241,@naa_two,579309148665303040,"Finally watched #NH10
Have to say, my admiration for this girl has grown manifold. Phenomenal stuff!! @AnushkaSharma",2015-03-21 15:50:38+00:00,finally watched nh10 have to say my admiration for this girl has grown manifold phenomenal stuff,0.25,0.75,positive,0.0,0.811,0.189,0.5423,0,Cricket
242,@naa_two,579145018394304513,Hoping for another @henrygayle show here! #NZvsWI #WIvsNZ #CWC15,2015-03-21 04:58:27+00:00,hoping for another show here nzvswi wivsnz cwc15,0.0,0.0,positive,0.0,0.714,0.286,0.4215,1,Modi
243,@naa_two,579143346125283329,"Epic batting. #Respect #Guptill 🙏🙏🙏
#NZvsWI #WIvsNZ",2015-03-21 04:51:48+00:00,epic batting respect guptill nzvswi wivsnz,0.1,0.4,positive,0.0,0.617,0.383,0.4767,2,Opposition
244,@naa_two,578940057278500866,"RT @rahulroushan: Inspired by #OutlookPoll (upper part of the image), I have framed my own question and a preamble to the question http://t…",2015-03-20 15:24:00+00:00,inspired by outlookpoll upper part of the image i have framed my own question and a preamble to the question,0.3,0.5,positive,0.0,0.842,0.158,0.4939,2,Opposition
245,@naa_two,578939853712142336,"RT @TimesNow: Union Cabinet clears 33 percent reservation for women in police forces of UTs, including Delhi, from constables to SIs (PTI)",2015-03-20 15:23:11+00:00,union cabinet clears 33 percent reservation for women in police forces of uts including delhi from constables to sis pti,0.0,0.0,positive,0.0,0.936,0.064,0.0772,0,Cricket
